id,user_prompt
wildchat-292518,"please write about who someone who cared about the planet, had a strong sense of justice and fairness, was shy and awkward, and valued kindness to others and the planet above money, would have to say about themselves and their outlook on life"
wildchat-292643,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane, her 14 year old girlfriend Sam who has autism and their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) watching a scary movie "
wildchat-292646,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane, her 14 year old girlfriend Sam who has autism and their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) watching a scary movie, two are brave, the other isn’t "
wildchat-292656,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane, her 14 year old girlfriend Sam who has autism and their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) watching a scary movie, two are brave, the other isn’t, Izzy then outs on a princess movie to cheer her up, which makes Sam bored as she is a bit of a tomboy and makes Jane angry as she is definitely a tomboy "
wildchat-292786,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam who has autism finding out that their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) has a 5 year old little sister with autism because of her mother telling "
wildchat-292821,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam's friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) wanting to see her father, not knowing that he was the one who shook her when she was a few months old at a party and hence she developed shaken baby syndrome, her mother made lies for years but she had to tell Izzy the truth and eventually does, eventually Jane, Sam and Izzy sees Izzy's dad, and he is still mean to his daughter "
wildchat-292880,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam who has autism finding out that their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) has a 5 year old little sister with autism named Mia because of her mother telling, the next day Jane and Sam met Mia, Mia can speak, but just started to speak, so her pronunciation isn’t the best and she knows a handful of words as of now, make sure you show when Mia mispronounces a word (which is quite often)"
wildchat-292992,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam who has autism playing with their friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) and Izzy's 5 year old little sister with autism named Mia, Mia can speak, but just started to speak, so her pronunciation isn’t the best and she knows a handful of words as of now, make sure you show when Mia mispronounces a word (which is quite often)"
wildchat-293022,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam's friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) and Izzy's 5 year old little sister with autism named Mia, playing with each other, Mia can speak, but just started to speak, so her pronunciation isn’t the best and she knows a handful of words as of now, make sure you show when Mia mispronounces a word (which is quite often)"
wildchat-293025,"Write dialogue from a scene from the animated teen series “Jane”, where 14 year old Jane and her 14 year old girlfriend Sam's friend Izzy (who is 8, she cannot speak but knows sign language and has Down syndrome, ADHD, shaken baby syndrome and cerebral palsy) and Izzy's 5 year old little sister with autism named Mia, playing with each other, Mia can speak, but just started to speak, so her pronunciation isn’t the best and she knows a handful of words as of now, make sure you show when Mia mispronounces a word (which is quite often), make sure Jane and Sam doesn’t appear but Izzy and Mia's mother appears "
