topic_id,topic_polarity,topic_text,template_id,template_text,prompt_text
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-505326,"Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of [I]","Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of more EU foreign policy decisions by majority vote instead of unanimity"
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,id,template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...'),template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...')
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-443099,Tell me a fairytale about [I],Tell me a fairytale about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-539024,Tell an interesting story about [I],Tell an interesting story about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-230923,Tell a story about [I],Tell a story about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-14266,story prompt: [I]. write a first person story from my point of view,story prompt: more EU foreign policy decisions by majority vote instead of unanimity. write a first person story from my point of view
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-2606,Rewrite about [I],Rewrite about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-112315,Provide an executive report on the state of [I],Provide an executive report on the state of more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-119601,Provide a simple literature review on [I],Provide a simple literature review on more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,hhonline-1376,provide a pragraph about [I],provide a pragraph about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-118109,Please write three sentences on why [I] can be useful in education,Please write three sentences on why more EU foreign policy decisions by majority vote instead of unanimity can be useful in education
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-472613,Please write me an article about [I],Please write me an article about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-34334,Please write an extremely catchy pop song about [I],Please write an extremely catchy pop song about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-25360,Please write about [I],Please write about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-57707,Please write a poem about [I],Please write a poem about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-127623,Please write a danceable pop song about [I],Please write a danceable pop song about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-564981,Please generate a cool and short slogan for [I],Please generate a cool and short slogan for more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-19947,Please draft about [I],Please draft about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-124001,Make me a powerpoint presentation titled [I] directed at high-schoolers,Make me a powerpoint presentation titled more EU foreign policy decisions by majority vote instead of unanimity directed at high-schoolers
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-760498,Make cool song lyrics about [I],Make cool song lyrics about more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,hhonline-1127,make an argument for [I],make an argument for more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,hhonline-6380,make an argument for [I],make an argument for more EU foreign policy decisions by majority vote instead of unanimity
11,neutral,more EU foreign policy decisions by majority vote instead of unanimity,lmsys-22769,make a story about [I],make a story about more EU foreign policy decisions by majority vote instead of unanimity
